Name,Rank,Number of Births,year
Alexi,747,4,2013
Anna Mae,747,4,2013
Anna-May,747,4,2013
Avery,747,4,2013
Ayah,747,4,2013
Barbara,747,4,2013
Beau,747,4,2013
Bernice,747,4,2013
Candice,747,4,2013
Carlie,747,4,2013
Chanel,747,4,2013
Cheyenne,747,4,2013
Cindy,747,4,2013
Daina,747,4,2013
Daire,747,4,2013
Dia,747,4,2013
Dina,747,4,2013
Dorothy,747,4,2013
Eala,747,4,2013
Eliska,747,4,2013
Ella-May,747,4,2013
Ellie-Rose,747,4,2013
Emily-Jane,747,4,2013
Eppie,747,4,2013
Felicity,747,4,2013
Frankie,747,4,2013
Hafsa,747,4,2013
Haylee,747,4,2013
Inaya,747,4,2013
Izabelle,747,4,2013
Jocelyn,747,4,2013
Josie,747,4,2013
Kaia,747,4,2013
Kyna,747,4,2013
Kyrah,747,4,2013
Laina,747,4,2013
Larisa,747,4,2013
Leni,747,4,2013
Lily-Mai,747,4,2013
Liwia,747,4,2013
Liya,747,4,2013
Lizzie,747,4,2013
Luca,747,4,2013
Luisa,747,4,2013
Marika,747,4,2013
Marlena,747,4,2013
Mary ann,747,4,2013
Melania,747,4,2013
Miah,747,4,2013
Migle,747,4,2013
Milla,747,4,2013
Nicol,747,4,2013
Nur,747,4,2013
Pixie,747,4,2013
Quin,747,4,2013
Ramona,747,4,2013
Reagan,747,4,2013
Realtin,747,4,2013
Riah,747,4,2013
Riley,747,4,2013
Rochelle,747,4,2013
Rowan,747,4,2013
Roxy,747,4,2013
Rubi,747,4,2013
Ryleigh,747,4,2013
Safia,747,4,2013
Sandy,747,4,2013
Sibeal,747,4,2013
Siena,747,4,2013
Skyla,747,4,2013
Smilte,747,4,2013
Sonya,747,4,2013
Syeda,747,4,2013
Sylwia,747,4,2013
Talia,747,4,2013
Teja,747,4,2013
Thalia,747,4,2013
Theodora,747,4,2013
Tola,747,4,2013
Ula,747,4,2013
Urszula,747,4,2013
Urte,747,4,2013
Valentina,747,4,2013
Vivien,747,4,2013
Zoja,747,4,2013
Kirsten,894,3,2013
Kerri,894,3,2013
Jemma,894,3,2013
Kathlyn,894,3,2013
Simone,894,3,2013
Susan,894,3,2013
Ashleigh,894,3,2013
Blessing,894,3,2013
Brid,894,3,2013
Dawn,894,3,2013
Sive,894,3,2013
Aibhe,894,3,2013
Greta,894,3,2013
Madeline,894,3,2013
Sarah-Jane,894,3,2013
Donna,894,3,2013
Maire,894,3,2013
Noemi,894,3,2013
Saidbh,894,3,2013
Ashlee,894,3,2013
Bernadette,894,3,2013
Breanna,894,3,2013
Dara,894,3,2013
Isabell,894,3,2013
Leonie,894,3,2013
Lorraine,894,3,2013
Sheena,894,3,2013
Valeria,894,3,2013
Celine,894,3,2013
Denise,894,3,2013
Judy,894,3,2013
Monica,894,3,2013
Nelly,894,3,2013
Rita,894,3,2013
Abigale,894,3,2013
Aela,894,3,2013
Ceola,894,3,2013
Deimante,894,3,2013
Lina,894,3,2013
Regan,894,3,2013
Sarah Jane,894,3,2013
Sofie,894,3,2013
Tanisha,894,3,2013
Therese,894,3,2013
Yusra,894,3,2013
Aleisha,894,3,2013
Eire,894,3,2013
Elisabeth,894,3,2013
Geraldine,894,3,2013
Gianna,894,3,2013
Gina,894,3,2013
Joan,894,3,2013
Keri,894,3,2013
Kirsty,894,3,2013
Micheala,894,3,2013
Neha,894,3,2013
Olwyn,894,3,2013
Tatiana,894,3,2013
Wendy,894,3,2013
Yu,894,3,2013
Ailis,894,3,2013
Alaa,894,3,2013
Alaina,894,3,2013
Alessandra,894,3,2013
Alix,894,3,2013
Annmarie,894,3,2013
Asha,894,3,2013
Astrid,894,3,2013
Auguste,894,3,2013
Bebhinn,894,3,2013
Bria,894,3,2013
Cecilia,894,3,2013
Charli,894,3,2013
Enrika,894,3,2013
Eunice,894,3,2013
Hailie,894,3,2013
Isadora,894,3,2013
Izzy,894,3,2013
Marian,894,3,2013
Adelaide,894,3,2013
Adina,894,3,2013
Aditi,894,3,2013
Alayna,894,3,2013
Aleeah,894,3,2013
Aleigha,894,3,2013
Alia,894,3,2013
Alisia,894,3,2013
Amaia,894,3,2013
Ameera,894,3,2013
Amelia-Mae,894,3,2013
Amirah,894,3,2013
Anisha,894,3,2013
Annabeth,894,3,2013
Annaliese,894,3,2013
AnnaRose,894,3,2013
Anna-Rose,894,3,2013
Anu,894,3,2013
Areesha,894,3,2013
Asia,894,3,2013
Ava-Marie,894,3,2013
Averie,894,3,2013
Azra,894,3,2013
Bailee,894,3,2013
Barbora,894,3,2013
Blanca,894,3,2013
Breda,894,3,2013
Bree,894,3,2013
Bridie,894,3,2013
Cali,894,3,2013
Carleigh,894,3,2013
Cassidy,894,3,2013
Celeste,894,3,2013
Celia,894,3,2013
Chinelo,894,3,2013
Cianna,894,3,2013
Cuileann,894,3,2013
Dakota,894,3,2013
Deanna,894,3,2013
Debora,894,3,2013
Dolly,894,3,2013
Dorota,894,3,2013
Eithne,894,3,2013
Ela,894,3,2013
Elia,894,3,2013
Elija,894,3,2013
Elin,894,3,2013
Elizaveta,894,3,2013
Ella May,894,3,2013
Ella-Mae,894,3,2013
Ellie May,894,3,2013
Elliemay,894,3,2013
Elly,894,3,2013
Emeli,894,3,2013
Emi,894,3,2013
Emily-May,894,3,2013
Erynn,894,3,2013
Eshaal,894,3,2013
Eshal,894,3,2013
Etaoin,894,3,2013
Fae,894,3,2013
Feile,894,3,2013
Felicia,894,3,2013
Gaja,894,3,2013
Gerda,894,3,2013
Hala,894,3,2013
Hanora,894,3,2013
Harley,894,3,2013
Harlow,894,3,2013
Ina,894,3,2013
Indie-Rose,894,3,2013
Indy,894,3,2013
Ingrid,894,3,2013
Isa,894,3,2013
Isabela,894,3,2013
Isha,894,3,2013
Izabel,894,3,2013
Izabele,894,3,2013
Jannat,894,3,2013
Jasmina,894,3,2013
Juste,894,3,2013
Kaila,894,3,2013
Karlee,894,3,2013
Karlie,894,3,2013
Katerina,894,3,2013
Katie-Ann,894,3,2013
Kaycee,894,3,2013
Kaylie,894,3,2013
Kila,894,3,2013
Laci,894,3,2013
Lanah,894,3,2013
Leena,894,3,2013
Lela,894,3,2013
Lilla,894,3,2013
Lillianna,894,3,2013
Lilly-Rose,894,3,2013
Lilyann,894,3,2013
Lily-Ann,894,3,2013
Liz,894,3,2013
Madelyn,894,3,2013
Madisyn,894,3,2013
Maira,894,3,2013
Maizie,894,3,2013
Malwina,894,3,2013
Manuela,894,3,2013
Mara,894,3,2013
Marguerita,894,3,2013
Marley,894,3,2013
Marnie,894,3,2013
Mary Jane,894,3,2013
Matilde,894,3,2013
Maxine,894,3,2013
Megija,894,3,2013
Meja,894,3,2013
Melanija,894,3,2013
Mija,894,3,2013
Minnie,894,3,2013
Moira,894,3,2013
Molly Mae,894,3,2013
Molly-Mae,894,3,2013
Muire,894,3,2013
Neidin,894,3,2013
Nika,894,3,2013
Noinin,894,3,2013
Orlaigh,894,3,2013
Paloma,894,3,2013
Peig,894,3,2013
Perla,894,3,2013
Peyton,894,3,2013
Raisa,894,3,2013
Reidin,894,3,2013
Roberta,894,3,2013
Rosemarie,894,3,2013
Rozalia,894,3,2013
Ruby Rose,894,3,2013
Rumaisa,894,3,2013
Rusne,894,3,2013
Safa,894,3,2013
Saidhbh,894,3,2013
Saskia,894,3,2013
Savanah,894,3,2013
Savina,894,3,2013
Seona,894,3,2013
Sheila,894,3,2013
Shi,894,3,2013
Sile,894,3,2013
Sreya,894,3,2013
Susie,894,3,2013
Sydney,894,3,2013
Sylvie,894,3,2013
Tamsin,894,3,2013
Teaghan,894,3,2013
Tierna,894,3,2013
Timeea,894,3,2013
Treasa,894,3,2013
Vicky,894,3,2013
Vivian,894,3,2013
Yasmina,894,3,2013
Yi Xin,894,3,2013
Zion,894,3,2013
Zuzana,894,3,2013
Emily,1,619,2014
Sophie,2,468,2014
Emma,3,441,2014
Grace,4,408,2014
Ava,5,404,2014
Ella,6,398,2014
Amelia,7,388,2014
Mia,8,370,2014
Lucy,9,369,2014
Aoife,10,364,2014
Lily,11,350,2014
Sarah,12,343,2014
Hannah,13,337,2014
Chloe,14,328,2014
Sophia,15,316,2014
Anna,16,314,2014
Katie,17,301,2014
Kate,18,290,2014
Ellie,19,288,2014
Olivia,20,287,2014
Holly,21,266,2014
Ruby,22,265,2014
Saoirse,23,263,2014
Lauren,24,261,2014
Caoimhe,25,242,2014
Isabelle,26,223,2014
Leah,27,207,2014
Ciara,28,198,2014
Molly,29,196,2014
Amy,30,191,2014
Robyn,31,187,2014
Jessica,32,173,2014
Zoe,32,173,2014
Niamh,34,169,2014
Cara,35,165,2014
Freya,36,163,2014
Roisin,37,162,2014
Erin,38,158,2014
Sadie,39,157,2014
Julia,40,156,2014
Isabella,41,150,2014
Sofia,42,148,2014
Eva,43,147,2014
Clodagh,44,144,2014
Sadhbh,44,144,2014
Kayla,46,138,2014
Millie,47,135,2014
Eve,48,133,2014
Abbie,49,132,2014
Laura,49,132,2014
Layla,51,130,2014
Faye,52,129,2014
Rachel,53,127,2014
Amber,53,127,2014
Aisling,55,124,2014
Abigail,55,124,2014
Ellen,57,120,2014
Emilia,57,120,2014
Alice,59,119,2014
Eabha,60,115,2014
Aoibhinn,61,111,2014
Charlotte,62,110,2014
Zara,63,109,2014
Maya,64,108,2014
Aine,65,106,2014
Alannah,65,106,2014
Nicole,67,104,2014
Evie,67,104,2014
Maria,69,103,2014
Megan,70,99,2014
Clara,71,98,2014
Elizabeth,72,97,2014
Maja,73,96,2014
Rebecca,74,92,2014
Annie,75,91,2014
Lilly,76,90,2014
Mary,77,88,2014
Aoibheann,77,88,2014
Lena,79,87,2014
Fiadh,80,86,2014
Sienna,81,85,2014
Lexi,82,83,2014
Alexandra,83,82,2014
Isla,84,81,2014
Rose,85,79,2014
Madison,86,78,2014
Isabel,87,76,2014
Hanna,88,75,2014
Victoria,89,74,2014
Meabh,89,74,2014
Caitlin,91,73,2014
Georgia,91,73,2014
Tara,93,72,2014
Hollie,94,71,2014
Ailbhe,95,69,2014
Ruth,96,68,2014
Natalia,97,67,2014
Lara,98,66,2014
Sara,99,65,2014
Poppy,100,64,2014
Brooke,101,62,2014
Maeve,101,62,2014
Willow,103,61,2014
Daisy,104,60,2014
Maisie,104,60,2014
Rosie,106,58,2014
Annabelle,106,58,2014
Alanna,108,57,2014
Mollie,109,56,2014
Muireann,110,55,2014
Doireann,110,55,2014
Eimear,112,53,2014
Aimee,112,53,2014
Bella,112,53,2014
Laoise,115,52,2014
Lola,115,52,2014
Kayleigh,117,51,2014
Orla,117,51,2014
Elena,117,51,2014
Zuzanna,120,49,2014
Paige,120,49,2014
Elsie,120,49,2014
Katelyn,123,48,2014
Hazel,123,48,2014
Isobel,123,48,2014
Alisha,123,48,2014
Orlaith,127,47,2014
Siofra,127,47,2014
Heidi,127,47,2014
Zofia,130,46,2014
Maia,130,46,2014
Elise,132,45,2014
Catherine,133,44,2014
Mya,133,44,2014
Naoise,133,44,2014
Nadia,133,44,2014
Evelyn,133,44,2014
Fia,138,43,2014
Aoibhe,139,42,2014
Michaela,139,42,2014
Siun,139,42,2014
Shauna,142,41,2014
Beth,142,41,2014
Matilda,142,41,2014
Eliza,142,41,2014
Mila,142,41,2014
Lucia,147,40,2014
Amelie,147,40,2014
Nina,147,40,2014
Liliana,147,40,2014
Alison,151,39,2014
Cora,151,39,2014
Alicja,151,39,2014
Alicia,154,38,2014
Vanessa,154,38,2014
Bonnie,154,38,2014
Penny,154,38,2014
Jane,158,37,2014
Keeva,158,37,2014
Lacey,158,37,2014
Elsa,158,37,2014
Jasmine,162,36,2014
Naomi,162,36,2014
Oliwia,164,35,2014
Annabel,164,35,2014
Zoey,164,35,2014
Aria,164,35,2014
Harper,164,35,2014
Margaret,169,34,2014
Kathleen,169,34,2014
Casey,171,32,2014
Lana,171,32,2014
Pippa,171,32,2014
Andrea,174,31,2014
Gabriela,174,31,2014
Darcy,174,31,2014
Lexie,174,31,2014
Phoebe,174,31,2014
Eleanor,179,30,2014
Aoibhin,179,30,2014
Carla,179,30,2014
Nikola,179,30,2014
Summer,179,30,2014
Jennifer,184,29,2014
Danielle,184,29,2014
Sorcha,184,29,2014
Charlie,184,29,2014
Sinead,188,28,2014
Shannon,188,28,2014
Abby,188,28,2014
Louise,188,28,2014
Faith,188,28,2014
Teagan,188,28,2014
Juliette,188,28,2014
April,188,28,2014
Nessa,188,28,2014
Fiona,197,27,2014
Claire,197,27,2014
Emer,197,27,2014
Julie,197,27,2014
Leila,197,27,2014
Arianna,197,27,2014
Taylor,203,26,2014
Ali,203,26,2014
Wiktoria,203,26,2014
Abbey,203,26,2014
Hayley,203,26,2014
Bridget,203,26,2014
Moya,203,26,2014
Nora,203,26,2014
Lily-Mae,203,26,2014
Priya,203,26,2014
Michelle,213,25,2014
Erica,213,25,2014
Alyssa,213,25,2014
Una,213,25,2014
Savannah,213,25,2014
Esme,213,25,2014
Alana,219,24,2014
Libby,219,24,2014
Emilija,219,24,2014
Ivy,219,24,2014
Kaja,219,24,2014
Stella,224,23,2014
Scarlett,224,23,2014
Farrah,224,23,2014
Callie,224,23,2014
Darcie,224,23,2014
Grainne,229,22,2014
Tori,229,22,2014
Jade,229,22,2014
Keira,229,22,2014
Kaitlyn,229,22,2014
Martha,229,22,2014
Caragh,229,22,2014
Maggie,229,22,2014
Beibhinn,229,22,2014
Daria,229,22,2014
Skye,229,22,2014
Allie,229,22,2014
Thea,229,22,2014
Nicola,242,21,2014
Chelsea,242,21,2014
Cassie,242,21,2014
Caroline,242,21,2014
Kara,242,21,2014
Neasa,242,21,2014
Ana,242,21,2014
Ada,242,21,2014
Lillian,242,21,2014
Milena,242,21,2014
Penelope,242,21,2014
Jodie,253,20,2014
Aleksandra,253,20,2014
Jenna,253,20,2014
Karolina,253,20,2014
Helena,253,20,2014
Joanna,253,20,2014
Carly,253,20,2014
Lucie,253,20,2014
Gracie,253,20,2014
Eloise,253,20,2014
Hallie,253,20,2014
Siobhan,264,19,2014
Kelsey,264,19,2014
Melissa,264,19,2014
Ann,264,19,2014
Erika,264,19,2014
Robin,264,19,2014
Amira,264,19,2014
Khloe,264,19,2014
Lottie,264,19,2014
Riley,264,19,2014
Alex,274,18,2014
Gabrielle,274,18,2014
Brianna,274,18,2014
Bronagh,274,18,2014
Eadaoin,274,18,2014
Sasha,274,18,2014
Kacey,274,18,2014
Maebh,274,18,2014
Lia,274,18,2014
Sandra,274,18,2014
Darcey,274,18,2014
Gabriella,274,18,2014
Roise,274,18,2014
Vivienne,274,18,2014
Mae,274,18,2014
Ariana,274,18,2014
Florence,274,18,2014
Gemma,291,17,2014
Amanda,291,17,2014
Diana,291,17,2014
Helen,291,17,2014
Natalie,291,17,2014
Ayla,291,17,2014
Kasey,291,17,2014
Tess,291,17,2014
Tessa,291,17,2014
Aoibh,291,17,2014
Harriet,291,17,2014
Kitty,291,17,2014
Maisy,291,17,2014
Lisa,304,16,2014
Stephanie,304,16,2014
Cliodhna,304,16,2014
Claudia,304,16,2014
Aaliyah,304,16,2014
Fatima,304,16,2014
Ally,304,16,2014
Kyra,304,16,2014
Ria,304,16,2014
Blaithin,304,16,2014
Nancy,304,16,2014
Alexis,304,16,2014
Arabella,304,16,2014
Belle,304,16,2014
Edith,304,16,2014
Emmie,304,16,2014
Indie,304,16,2014
Shona,321,15,2014
Lydia,321,15,2014
Aideen,321,15,2014
Edel,321,15,2014
Samantha,321,15,2014
Charley,321,15,2014
Demi,321,15,2014
Lorna,321,15,2014
Aisha,321,15,2014
Rosa,321,15,2014
Angelina,321,15,2014
Pearl,321,15,2014
Neala,321,15,2014
Kaylee,321,15,2014
Sofija,321,15,2014
Angel,336,14,2014
Martyna,336,14,2014
Riona,336,14,2014
Juliet,336,14,2014
Keela,336,14,2014
Weronika,336,14,2014
Alesha,336,14,2014
Mairead,336,14,2014
Beatrice,336,14,2014
Hope,336,14,2014
Iris,336,14,2014
Saorla,336,14,2014
Elodie,336,14,2014
Pola,336,14,2014
Saibh,336,14,2014
Frankie,336,14,2014
Saorlaith,336,14,2014
Kelly,353,13,2014
Ashley,353,13,2014
Cliona,353,13,2014
Katherine,353,13,2014
Patricia,353,13,2014
Blathnaid,353,13,2014
Marie,353,13,2014
Sally,353,13,2014
Shania,353,13,2014
Jessie,353,13,2014
Seren,353,13,2014
Nevaeh,353,13,2014
Bianca,353,13,2014
Georgina,353,13,2014
Kornelia,353,13,2014
Annalise,353,13,2014
May,353,13,2014
Farah,353,13,2014
Bailey,353,13,2014
Maci,353,13,2014
Heather,373,12,2014
Abi,373,12,2014
Tia,373,12,2014
Meadhbh,373,12,2014
Rhea,373,12,2014
Daniella,373,12,2014
Karina,373,12,2014
Patrycja,373,12,2014
Alexa,373,12,2014
Emilie,373,12,2014
Esther,373,12,2014
Imogen,373,12,2014
Marta,373,12,2014
Iseult,373,12,2014
Lillie,373,12,2014
Ema,373,12,2014
Genevieve,373,12,2014
Alexia,373,12,2014
Edie,373,12,2014
Milly,373,12,2014
Teegan,373,12,2014
Kaya,373,12,2014
Antonia,373,12,2014
Emelia,373,12,2014
Jagoda,373,12,2014
Liadh,373,12,2014
Mackenzie,373,12,2014
Olive,373,12,2014
Emmy,373,12,2014
Hailey,373,12,2014
Skylar,373,12,2014
Leona,404,11,2014
Keelin,404,11,2014
Yasmin,404,11,2014
Dearbhla,404,11,2014
Avril,404,11,2014
Kiera,404,11,2014
Sadbh,404,11,2014
Cadhla,404,11,2014
Serena,404,11,2014
Anne,404,11,2014
Halle,404,11,2014
Kaci,404,11,2014
Lauryn,404,11,2014
Daniela,404,11,2014
Nia,404,11,2014
Zainab,404,11,2014
Miya,404,11,2014
Alessia,404,11,2014
Norah,404,11,2014
Eden,404,11,2014
Matylda,404,11,2014
Croiadh,404,11,2014
Maddie,404,11,2014
Tegan,427,10,2014
Elle,427,10,2014
Ailish,427,10,2014
Bethany,427,10,2014
Josephine,427,10,2014
Angela,427,10,2014
Caoilainn,427,10,2014
Adriana,427,10,2014
Anastasia,427,10,2014
Greta,427,10,2014
Evelina,427,10,2014
Julianne,427,10,2014
Kimberly,427,10,2014
Luna,427,10,2014
Adele,427,10,2014
Klara,427,10,2014
Lyla,427,10,2014
Maryam,427,10,2014
Amina,427,10,2014
Lila,427,10,2014
Maddison,427,10,2014
Anabelle,427,10,2014
Beau,427,10,2014
Ellie-Mae,427,10,2014
Leja,427,10,2014
Macie,427,10,2014
Noor,427,10,2014
Peyton,427,10,2014
Skyler,427,10,2014
Tilly,427,10,2014
Oonagh,427,10,2014
Natasha,458,9,2014
Christina,458,9,2014
Lea,458,9,2014
Jorja,458,9,2014
Linda,458,9,2014
Sabrina,458,9,2014
Laila,458,9,2014
Caitlyn,458,9,2014
Carrie,458,9,2014
Leyla,458,9,2014
Martina,458,9,2014
Antonina,458,9,2014
Laragh,458,9,2014
Elisa,458,9,2014
Teresa,458,9,2014
Addison,458,9,2014
Aoileann,458,9,2014
Kacie,458,9,2014
Kira,458,9,2014
Reiltin,458,9,2014
Veronika,458,9,2014
Hana,458,9,2014
Selena,458,9,2014
Cait,458,9,2014
Darci,458,9,2014
Gwen,458,9,2014
Milana,458,9,2014
Zahra,458,9,2014
Arwen,458,9,2014
Blanka,458,9,2014
Juno,458,9,2014
Kendall,458,9,2014
Kenzie,458,9,2014
Nela,458,9,2014
Valentina,458,9,2014
Violet,458,9,2014
Leanne,494,8,2014
Sharon,494,8,2014
Elisha,494,8,2014
Rihanna,494,8,2014
Aislinn,494,8,2014
Melanie,494,8,2014
Isobelle,494,8,2014
Klaudia,494,8,2014
Veronica,494,8,2014
Alisa,494,8,2014
Enya,494,8,2014
Jenny,494,8,2014
Miriam,494,8,2014
Orlagh,494,8,2014
Rebekah,494,8,2014
Eileen,494,8,2014
Johanna,494,8,2014
Mikayla,494,8,2014
Samanta,494,8,2014
Nell,494,8,2014
Izabella,494,8,2014
Kyla,494,8,2014
Agata,494,8,2014
Aliyah,494,8,2014
Kaitlin,494,8,2014
Aileen,494,8,2014
Iga,494,8,2014
Livia,494,8,2014
Alise,494,8,2014
Anya,494,8,2014
Irene,494,8,2014
Audrey,494,8,2014
Eirinn,494,8,2014
Adela,494,8,2014
Arya,494,8,2014
Aubree,494,8,2014
Bianka,494,8,2014
Kourtney,494,8,2014
Lilianna,494,8,2014
Quinn,494,8,2014
Siomha,494,8,2014
Vilte,494,8,2014
Kellie,536,7,2014
Chantelle,536,7,2014
Kamila,536,7,2014
Paulina,536,7,2014
Deborah,536,7,2014
Sive,536,7,2014
Francesca,536,7,2014
Shonagh,536,7,2014
Louisa,536,7,2014
Alexandria,536,7,2014
Myah,536,7,2014
Austeja,536,7,2014
Christine,536,7,2014
Nelly,536,7,2014
Polly,536,7,2014
Simona,536,7,2014
Karla,536,7,2014
Kimberley,536,7,2014
Rubie,536,7,2014
Carley,536,7,2014
Ellie-May,536,7,2014
Kylie,536,7,2014
Lilian,536,7,2014
Rebeka,536,7,2014
Sabina,536,7,2014
Adrianna,536,7,2014
Alina,536,7,2014
Amalia,536,7,2014
Autumn,536,7,2014
Bobbi,536,7,2014
Evanna,536,7,2014
Amara,536,7,2014
Aurora,536,7,2014
Avery,536,7,2014
Camille,536,7,2014
Dakota,536,7,2014
Ella-Rose,536,7,2014
Harley,536,7,2014
Ide,536,7,2014
Isabela,536,7,2014
Macy,536,7,2014
Melody,536,7,2014
Rebeca,536,7,2014
Urte,536,7,2014
Indiana,536,7,2014
Nova,536,7,2014
Stefania,536,7,2014
Zoya,536,7,2014
Rachael,584,6,2014
Kirsten,584,6,2014
Nadine,584,6,2014
Courtney,584,6,2014
Kim,584,6,2014
Nikita,584,6,2014
India,584,6,2014
Joy,584,6,2014
Susan,584,6,2014
Dominika,584,6,2014
Keisha,584,6,2014
Brid,584,6,2014
Jamie,584,6,2014
Kathryn,584,6,2014
Kaylah,584,6,2014
Jodi,584,6,2014
Tianna,584,6,2014
Winnie,584,6,2014
Katelynn,584,6,2014
Kristina,584,6,2014
Maire,584,6,2014
Vanesa,584,6,2014
Dara,584,6,2014
Iona,584,6,2014
Mary-Kate,584,6,2014
Cristina,584,6,2014
Eile,584,6,2014
Philomena,584,6,2014
Aleena,584,6,2014
Cassandra,584,6,2014
Crystal,584,6,2014
Dana,584,6,2014
Eireann,584,6,2014
Goda,584,6,2014
Romy,584,6,2014
Tammy,584,6,2014
Elana,584,6,2014
Izabela,584,6,2014
Leia,584,6,2014
Lily-Rose,584,6,2014
Roksana,584,6,2014
Rosanna,584,6,2014
Savanna,584,6,2014
Adrija,584,6,2014
Anastasija,584,6,2014
Cecelia,584,6,2014
Lidia,584,6,2014
Marianne,584,6,2014
Adelina,584,6,2014
Aibhlinn,584,6,2014
Amaya,584,6,2014
Amelia-Rose,584,6,2014
Amelija,584,6,2014
Camilla,584,6,2014
Charlee,584,6,2014
Croia,584,6,2014
Dorothy,584,6,2014
Eibhlin,584,6,2014
Felicity,584,6,2014
Georgie,584,6,2014
Indi,584,6,2014
Joni,584,6,2014
Liana,584,6,2014
Lyra,584,6,2014
Marley,584,6,2014
Miah,584,6,2014
Smilte,584,6,2014
Vivien,584,6,2014
Aibhin,584,6,2014
Annabella,584,6,2014
Brooklyn,584,6,2014
Emily-Rose,584,6,2014
Freyja,584,6,2014
Ida,584,6,2014
Liepa,584,6,2014
Margarita,584,6,2014
Khaleesi,584,6,2014
Karen,661,5,2014
Kamile,661,5,2014
Toni,661,5,2014
Caoilinn,661,5,2014
Andreea,661,5,2014
Mariam,661,5,2014
Caoilfhionn,661,5,2014
Cerys,661,5,2014
Cleo,661,5,2014
Madeleine,661,5,2014
Tiffany,661,5,2014
Aibhe,661,5,2014
Cathy,661,5,2014
Kerrie,661,5,2014
Noemi,661,5,2014
Rosemary,661,5,2014
Amie,661,5,2014
Divine,661,5,2014
Jean,661,5,2014
Makayla,661,5,2014
Maura,661,5,2014
Orna,661,5,2014
Celine,661,5,2014
Colleen,661,5,2014
Fionnuala,661,5,2014
Gloria,661,5,2014
Ceola,661,5,2014
Eilis,661,5,2014
Eryn,661,5,2014
Julianna,661,5,2014
Michalina,661,5,2014
Regan,661,5,2014
Sarah Jane,661,5,2014
Sofie,661,5,2014
Aleisha,661,5,2014
Cate,661,5,2014
Delia,661,5,2014
Destiny,661,5,2014
Eliana,661,5,2014
Gianna,661,5,2014
Gina,661,5,2014
Honor,661,5,2014
Joan,661,5,2014
Lile,661,5,2014
Alma,661,5,2014
Aurelia,661,5,2014
Ellie-Mai,661,5,2014
Frances,661,5,2014
Katarzyna,661,5,2014
Lavinia,661,5,2014
Alia,661,5,2014
Ayda,661,5,2014
Candice,661,5,2014
Carleigh,661,5,2014
Carragh,661,5,2014
Guste,661,5,2014
Ines,661,5,2014
Kalina,661,5,2014
Lacie,661,5,2014
Lilah,661,5,2014
Lilly-Rose,661,5,2014
Lily Mae,661,5,2014
Lucja,661,5,2014
Macey,661,5,2014
Miley,661,5,2014
Realtin,661,5,2014
Rosalie,661,5,2014
Rowan,661,5,2014
Seoidin,661,5,2014
Sheila,661,5,2014
Sibeal,661,5,2014
Sonia,661,5,2014
Syeda,661,5,2014
Talia,661,5,2014
Theodora,661,5,2014
Viktoria,661,5,2014
Annaleigh,661,5,2014
Anna-mae,661,5,2014
Bo,661,5,2014
Carys,661,5,2014
Daniele,661,5,2014
Fianna,661,5,2014
June,661,5,2014
Laya,661,5,2014
Lilly-May,661,5,2014
Lynn,661,5,2014
Meadbh,661,5,2014
Meadow,661,5,2014
Philippa,661,5,2014
Rhia,661,5,2014
Trisha,661,5,2014
Keeley,752,4,2014
Jill,752,4,2014
Kerri,752,4,2014
Jemma,752,4,2014
Joanne,752,4,2014
Favour,752,4,2014
Jasmin,752,4,2014
Aleesha,752,4,2014
Noelle,752,4,2014
Samara,752,4,2014
Sarah-Jane,752,4,2014
Dayna,752,4,2014
Diane,752,4,2014
Bernadette,752,4,2014
Isabell,752,4,2014
Leonie,752,4,2014
Meg,752,4,2014
Cayla,752,4,2014
Connie,752,4,2014
Kelsie,752,4,2014
Mabel,752,4,2014
Mai,752,4,2014
Sylvia,752,4,2014
Theresa,752,4,2014
Alysha,752,4,2014
Aobh,752,4,2014
Denisa,752,4,2014
Judith,752,4,2014
Pamela,752,4,2014
Tiana,752,4,2014
Anabel,752,4,2014
Fodhla,752,4,2014
Manal,752,4,2014
Maud,752,4,2014
Micheala,752,4,2014
Tabitha,752,4,2014
Winifred,752,4,2014
Aifric,752,4,2014
Ailis,752,4,2014
Alaina,752,4,2014
Alesia,752,4,2014
Ebony,752,4,2014
Elva,752,4,2014
Emile,752,4,2014
Emma-Jane,752,4,2014
Gaia,752,4,2014
Kallie,752,4,2014
Lelia,752,4,2014
Lily May,752,4,2014
Agnes,752,4,2014
Ariya,752,4,2014
Cailin,752,4,2014
Cali,752,4,2014
Cheyenne,752,4,2014
Cianna,752,4,2014
Dorota,752,4,2014
Elia,752,4,2014
Elizaveta,752,4,2014
Ella Rose,752,4,2014
Ella-Mae,752,4,2014
Ella-May,752,4,2014
Ellie May,752,4,2014
Eshaal,752,4,2014
Gerda,752,4,2014
Hafsa,752,4,2014
Ieva,752,4,2014
Inaya,752,4,2014
Jewel,752,4,2014
Leni,752,4,2014
Lily Rose,752,4,2014
Lily-Ann,752,4,2014
Lily-Mai,752,4,2014
Luisne,752,4,2014
Luka,752,4,2014
Marika,752,4,2014
Melania,752,4,2014
Mija,752,4,2014
Petra,752,4,2014
Rozalia,752,4,2014
Safa,752,4,2014
Safia,752,4,2014
Tierna,752,4,2014
Treasa,752,4,2014
Urszula,752,4,2014
Adeline,752,4,2014
Akvile,752,4,2014
Aleah,752,4,2014
Anaya,752,4,2014
Ava-rose,752,4,2014
