name,address,county,ig_xcord,ig_ycord,shortname
Rush Nursing Home,"Rush Nursing Home, Kenure, Skerries Road, Rush, Co.Dublin Co. Dublin",Dublin,326293.886333,255016.05234,Rush 
Rushmore Nursing Home,"Rushmore Nursing Home, Knocknacarra, Galway, Galway",Galway,126095.583825,223944.643863,Rushmore 
Ryevale Nursing Home,"Ryevale Nursing Home, Ryevale Mill, Leixlip, Co. Kildare, Kildare",Kildare,299847.255947,236384.018235,Ryevale 
Sacred Heart Hospital,"Sacred Heart Hospital, Old Dublin Road, Carlow, Carlow",Carlow,272192.195471,177061.192215,Sacred Heart Hospital
Sacred Heart Hospital,"Sacred Heart Hospital, Pontoon Road, Castlebar, Co. Mayo, Mayo",Mayo,117778.829603,295284.951828,Sacred Heart Hospital
Sacred Heart Hospital Roscommon,"Sacred Heart Hospital, Golf Link Road, Roscommon, Roscommon",Roscommon,187714.527532,263212.309126,Sacred Heart Hospital Roscommon
Sacred Heart Nursing Home,"Sacred Heart Nursing Home, Crosspatrick, Johnstown, Co. Kilkenny, Kilkenny",Kilkenny,226843.553755,169078.82433,Sacred Heart 
Sacred Heart Residence,"Sacred Heart Residence, Sybil Hill Road, Raheny, Dublin 5, Dublin 5",Dublin,320179.808541,237322.83405,Sacred Heart Residence
Sacred Hearts Nursing Home,"Sacred Hearts Nursing Home, Roslea Road, Clones, Co. Monaghan, Monaghan",Monaghan,267070.59239,333647.262855,Sacred Hearts 
SacrÃ© Coeur Nursing Home,"SacrÃ© Coeur Nursing Home, Station Road, Tipperary Town, Tipperary Town, Tipperary",Tipperary,189138.57124,135247.428276,Sacre Coeur 
Sally Park Nursing Home,"Sally Park Nursing Home, Sally Park Close, Firhouse, Dublin 24, Dublin 24",Dublin,311231.430148,227380.406362,Sally Park 
San Remo Nursing Home,"San Remo Nursing Home, 14/ 15 Sidmonton Road, Bray, Wicklow, Wicklow",Wicklow,326880.192083,218210.79659,San Remo 
Sancta Maria,"Sancta Maria, Gallow's Hill, Cratloe, Co. Clare, Clare",Clare,148219.60169,161556.85145,Sancta Maria
Sancta Maria Nursing Home,"Sancta Maria Nursing Home, Parke, Kinnegad, Co. Meath, Meath",Meath,261511.792214,241931.191006,Sancta Maria 
Santa Sabina House,"Santa Sabina House, Dominican Sisters, Navan Road, Cabra, Dublin 7 Dublin 7",Dublin,312184.673254,236728.141368,Santa Sabina House
Seanchara Community Unit,"Seanchara Community Unit, St. Canice's Road, Glasnevin, Dublin 11, Dublin 11",Dublin,315003.397688,238451.563648,Seanchara Community Unit
Shalom Nursing Home,"Shalom Nursing Home, Presentation Convent, Kilcock, Co. Klidare, Kildare",Kildare,288494.76652,239872.41886,Shalom 
Shannagh Bay Nursing Home,"Shannagh Bay Nursing Home, Strand Road, Bray, Co. Wicklow, Wicklow",Wicklow,327123.768586,218439.061509,Shannagh Bay 
Shannon Lodge Nursing Home,"Shannon Lodge Nursing Home, Rooskey, Co. Roscommon, Roscommon",Roscommon,197129.592451,242779.131533,Shannon Lodge 
Sheelin Nursing Home,"Sheelin Nursing Home, Tonagh, Mountnugent, Co. Cavan, Cavan",Cavan,241834.649241,304556.901408,Sheelin 
Shrewsbury House Nursing Home,"Shrewsbury House Nursing Home, 164 Clonliffe Road, Drumcondra, Dublin 3, Dublin 3",Dublin,316386.235649,236125.178105,Shrewsbury House 
Silvergrove Nursing Home,"Silvergrove Nursing Home, Main Street, Clonee, Co. Meath, Meath",Meath,303077.338071,241738.576909,Silvergrove 
Simpsons Hospital,"Simpson's Hospital, Ballinteer Road, Dundrum, Dublin 16, Dublin 16",Dublin,316904.704652,227564.873743,Simpsons Hospital
Skibbereen Community Hospital,"Skibbereen Community Hospital, Coolnagarrane, Skibbereen, Co. Cork, Cork",Cork,112412.182523,35098.8768416,Skibbereen Community Hospital
Skibbereen Residential Care Centre,"Skibbereen Residential Care Centre, Baltimore Road, Skibbereen, Co. Cork, Cork",Cork,112005.93941,32956.0693977,Skibbereen Residential Care Centre
Sligo Nursing Home,"Mowlam Nursing Home, Ballytivnan, Sligo, Sligo",Sligo,169456.990045,337237.256992,Sligo 
Sonas Care Centre,"Sonas Care Centre, Cloverhill, Roscommon, Roscommon",Roscommon,161435.966793,295518.312871,Sonas Care Centre
Sonas Care Centre Ard na Greine,"Sonas Care Centre Ard na Greine, Enniscrone, Co. Sligo, Sligo",Sligo,128443.882291,329564.389794,Sonas Care Centre Ard na Greine
"Sonas Care Centre, Cloghanboy","Sonas Care Centre, Cloghanboy, Ballymahon Road, Athlone, Westmeath Westmeath",Westmeath,205346.460284,242266.252321,"Sonas Care Centre, Cloghanboy"
St Anne's Private Nursing Home,"St. Anne's Nursing Home, Sonnagh, Charlestown, Co. Mayo, Mayo",Mayo,145593.738785,301076.021102,St Anne's Private 
St Brigid's Inchicore,"St Brigid's Inchicore, Rear of Bulfin Court, Inchicore, Dublin 8",Dublin,312198.344,233402.094,St Brigid's Inchicore
St Camillus Nursing Centre,"St Camillus Nursing Centre, Killucan, Westmeath, Westmeath",Westmeath,256952.533841,251927.379689,St Camillus 
St Columban's Retirement Home,"St. Columban's Retirement Home, Dalgan Park, Navan, Co. Meath, Meath",Meath,290829.387168,263165.557922,St Columban's Retirement Home
St Eithne's Rest Care Centre,"St. Eithne's Rest Care Centre, Corbally, Tulsk, Castlerea, Roscommon Roscommon",Roscommon,184059.08304,280695.577695,St Eithne's Rest Care Centre
St. Anne's Community Nursing Home,"St. Anne's Community Nursing Home, Westport Road, Clifden, Co. Galway, Galway",Galway,65628.6305358,251117.301686,St. Anne's Community 
St. Anthony's Nursing Home,"St. Anthony's Nursing Home, Kilduff Castle, Pallasgreen, Co. Limerick, Limerick",Limerick,177601.089613,145971.89689,St. Anthony's 
St. Anthonyâs Nursing Home,"St. Anthonyâs Nursing Home, Church Street, Balbriggan, Co. Dublin",Dublin,320425.448056,263622.449575,St. Anthonyâs 
St. Attracta's Nursing Home,"St. Attracta's Nursing Home, Hagfield, Charlestown, Co. Mayo, Mayo",Mayo,147844.41471,298789.860029,St. Attracta's 
St. Augustine's Community Nursing Unit,"St. Augustine's Community Nursing Unit, Cathedral Road, Ballina, Co. Mayo, Mayo",Mayo,124797.297198,318861.821562,St. Augustine's Community 
St. Brendan's High Support Unit,"St. Brendan's High Support Unit, Mulranny, Westport, Mayo, Mayo",Mayo,83751.5887653,296809.121454,St. Brendan's High Support Unit
St. Brendan's Home,"St. Brendan's Home, Lake Road, Loughrea, Co. Galway, Galway",Galway,162296.550529,215624.824837,St. Brendan's Home
St. Brigid's Home,"St. Brigid's Nursing Home, Crooksling, Brittas, Co. Dublin, Co. Dublin",Dublin,302775.873549,223579.142669,St. Brigid's Home
St. Brigid's Hospital,"St. Brigid's Hospital, Shaen, Portlaoise, Co. Laois, Laois",Laois,250230.293593,203293.670623,St. Brigid's Hospital
St. Camillus Community Hospital,"St. Camillus Community Hospital, Shelbourne Road, Limerick, Limerick",Limerick,156692.649471,157955.764315,St. Camillus Community Hospital
St. Carthage's House,"St. Carthage's House, Lismore, Co. Waterford, Waterford",Waterford,204692.712978,97684.1091609,St. Carthage's House
St. Catherine's Nursing Home,"St. Catherine's Nursing Home, Bothar BuÃ­, Newcastlewest, Co. Limerick, Limerick",Limerick,128068.751077,133395.201863,St. Catherine's 
St. Catherine's Nursing Home,"St. Catherine's Nursing Home, Freshford, Co. Kilkenny, Kilkenny",Kilkenny,240612.537846,164757.620426,St. Catherine's 
St. Clair's Nursing Home,"St. Clair's Nursing Home, Ballinderry, Mullingar, Co. Westmeath, Westmeath",Westmeath,243669.298681,251936.458096,St. Clair's 
St. Clare's Home,"St. Clare's Home, Griffith Avenue, Glasnevin, Dublin 11, Dublin 11",Dublin,315006.353479,237975.691425,St. Clare's Home
St. Colman's Residential Care Centre,"St. Colman's Residential Care Centre, Rathdrum, Co. Wicklow, Wicklow",Wicklow,318959.618134,188314.206459,St. Colman's Residential Care Centre
St. Colmcille's Nursing Home,"St. Colmcille's Nursing Home, Oldcastle Road, Kells, Co. Meath, Meath",Meath,273073.23924,276044.433513,St. Colmcille's 
St. Columba's Hospital,"St. Columba's Hospital, Thomastown, Co. Kilkenny, Kilkenny",Kilkenny,258967.080202,142449.945544,St. Columba's Hospital
St. Columba's Nursing Home,"St. Columba's Nursing Home, Cloughballymore House, Ballinderreen, Co. Galway, Galway",Galway,139723.285546,214119.368239,St. Columba's 
St. Columban's Nursing Home,"St. Columban's Nursing Home, Magheramore, Wicklow, Co. Wicklow, Wicklow",Wicklow,332208.530258,188978.976003,St. Columban's 
St. Columban's Nursing Home,"St. Columban's Nursing Home, Magheramore, Wicklow, Wicklow",Wicklow,332324.625,188987.109,St. Columban's 
St. Conlon's Community Nursing Unit,"St. Conlon's Community Nursing Unit, Church Road, Nenagh, Co. Tipperary, Tipperary",Tipperary,189059.456889,135818.625559,St. Conlon's Community 
St. Davids Retirement Home,"St. David's Retirement Home, Gentian Hill, Salthill, Galway, Galway",Galway,126043.355512,223624.005138,St. Davids Retirement Home
St. Dominic Savio Nursing Home,"St. Dominic Savio Nursing Home, Cahilly, Liscannor, Co. Clare, Clare",Clare,106011.770412,188497.740021,St. Dominic Savio 
St. Doolagh's Park Care and Rehabilitation Centre,"St. Doolagh's Park Care and Rehabilitation Centre, Malahide Road, Balgriffin, Dublin 17, Dublin 17",Dublin,321144.534732,241729.681412,St. Doolagh's Park Care and Rehabilitation Centre
St. Elizabeth's Nursing Home,"St. Elizabeth's Nursing Home, Kells Road, Athboy, Co. Meath, Meath",Meath,272199.266393,264327.837711,St. Elizabeth's 
St. Eunan's Nursing and Convalescent Home,"Rough Park, Ramelton Road, Letterkenny, Co. Donegal",Donegal,217940.84300313,411798.228208865,St. Eunan's 
St. Fiacc's House,"St. Fiacc's House, Killeshin Road, Graiguecullen, Carlow, Carlow",Carlow,271982.548924,176761.476904,St. Fiacc's House
St. Finbarr's Hospital,"St. Finbarr's Hospital, Douglas Road, Cork, Cork",Cork,168304.66097,70867.657544,St. Finbarr's Hospital
St. Fionnan's Community Nursing Unit,"St. Fionnan's Community Nursing Unit, Achill Sound, Co. Mayo, Mayo",Mayo,73318.3220565,299557.958747,St. Fionnan's Community 
St. Francis' Nursing Home,"St. Francis' Nursing Home, Mount Oliver, Dundalk, Co. Louth, Louth",Louth,304395.174168,307776.444021,St. Francis
St. Francis' Nursing Home,"St. Francis' Nursing Home, Kilkerrin, Ballinasloe, Co. Galway, Galway",Galway,161704.913962,257160.6303,St. Francis
St. Gabriel's Community Hospital,"St. Gabriel's Community Hospital, Schull, Cork, Cork",Cork,92255.169674,31245.418223,St. Gabriel's Community Hospital
St. Gabriel's Nursing Home,"St. Gabriel's Nursing Home, Glenayle Road, Edenmore, Dublin 5, Dublin 5",Dublin,320932.608467,239291.386873,St. Gabriel's 
St. Glady's Nursing Home,"St. Glady's Nursing Home, 53 Kimmage Road Lower, Harold's Cross, Dublin 6, Dublin 6",Dublin,314331.317358,231590.899527,St. Glady's 
St. Gobnait's Nursing Home,"St. Gobnait's Nursing Home, Ballyagran, Kilmallock, Co. Limerick, Limerick",Limerick,149446.526421,128358.895206,St. Gobnait's 
St. Ita's Hospital,"St. Ita's Hospital, Gortboy, Newcastlewest, Co. Limerick, Limerick",Limerick,128370.006136,134293.070295,St. Ita's Hospital
St. James's Hospital,"St. James' Hospital Residential Unit, Hospital 4, PO Box 580, Dublin 8, Dublin 8",Dublin,313659.826292,233592.1242,St. James's Hospital
St. John's Community Hospital Enniscorthy,"St. John's Community Hospital, Munster Hill, Enniscorthy, Co. Wexford, Wexford",Wexford,296995.61338,139198.922082,St. John's Community Hospital Enniscorthy
St. John's Hospital,"St. John's Hospital, Ballytivnan, Sligo, Sligo",Sligo,169363.436034,336880.59382,St. John's Hospital
St. John's House of Rest,"St. John's House, 202 Merrion Road, Dublin 4, Dublin 4",Dublin,319266.803856,231168.328867,St. John's House of Rest
St. Joseph's Care Centre,"St. Joseph's Care Centre, Presentation Convent, Tuam, Co. Galway, Galway",Galway,143602.360467,251902.215976,St. Joseph's Care Centre
St. Joseph's Care Centre,"St. Joseph's Care Centre, Dublin Road, Longford, Longford",Longford,214903.335484,274945.025816,St. Joseph's Care Centre
St. Joseph's Centre,"St. Joseph's Centre, Crinken Lane, Shankill, Co. Dublin, Co. Dublin",Dublin,325129.6429,221008.489014,St. Joseph's Centre
St. Joseph's Community Hospital,"St. Joseph's Community Hospital, Millstreet, Co. Cork, Cork",Cork,127204.97206,90326.7373896,St. Joseph's Community Hospital
St. Joseph's Community Hospital Stranorlar,"St. Joseph's Community Hospital, Stranorlar, Co. Donegal, Donegal",Donegal,214846.4063,395251.682493,St. Joseph's Community Hospital Stranorlar
St. Joseph's Community Nursing Unit,"St. Joseph's Community Nursing Unit, Trim, Co. Meath, Meath",Meath,280228.02771,257071.919098,St. Joseph's Community 
St. Joseph's Home,"St. Joseph's Home, Killorglin, Co. Kerry, Kerry",Kerry,77792.6426844,96429.7207785,St. Josephs
St. Joseph's Hospital,"St. Joseph's Hospital, Bon Secours Care Village, Mount Desert, Lee Road, Cork",Cork,163346.688562,72022.634084,St. Josephs
St. Joseph's Hospital,"St. Joseph's Hospital, Lifford Road, Ennis, Co. Clare, Clare",Clare,134088.189126,178227.251175,St. Josephs
St. Joseph's Hospital Ardee,"St. Joseph's Hospital Ardee, Ardee, Co. Louth, Louth",Louth,296137.735543,290484.375806,St. Josephs
St. Joseph's Nursing Home,"St. Joseph's Nursing Home, Derrymore East, Tralee, Co. Kerry, Kerry",Kerry,75108.6042314,111262.183936,St. Josephs 
St. Joseph's Nursing Home,"St. Joseph's Nursing Home, Mountsackville, Chapelizod, Dublin 20, Dublin 20",Dublin,310358.063,234418.460013,St. Josephs 
St. Joseph's Nursing Home,"St. Joseph's Nursing Home, Clones Road, Ballybay, Co. Monaghan, Monaghan",Monaghan,267070.59239,333647.262855,St. Josephs 
St. Joseph's Nursing Home,"St. Joseph's Nursing Home, Lurgan Glebe, Virginia, Co. Cavan, Cavan",Cavan,241834.185127,304557.453737,St. Josephs 
St. Joseph's Nursing Home,"St. Joseph's Nursing Home, Killowen, Kenmare, Co. Kerry, Kerry",Kerry,92115.3932528,71361.0209586,St. Josephs 
St. Joseph's Nursing Home - Little Sisters of the Poor,"St. Joseph's Nursing Home - Little Sisters of the Poor, Abbey Road, Ferrybank, Waterford, Waterford",Waterford,260225.153663,111925.717189,St. Josephs 
"St. Joseph's Supported Care Home,","Kilmoganny, Co. Kilkenny",Kilkenny,245812.573909104,134609.640905821,St. Josephs
St. Joseph's Unit,"St. Joseph's Unit, Bantry General Hospital, Bantry, Co. Cork, Cork",Cork,99675.2979915,48504.1555733,St. Josephs
St. Jude's Nursing Home,"St. Jude's Residential Care, Borrisoleigh, Thurles, Co. Tipperary, Tipperary",Tipperary,198198.128326,167021.986162,St. Judes
St. Kieran's Nursing Home,"St. Kieran's Nursing Home, Rathcabin, Roscrea, Co. Tipperary, Tipperary",Tipperary,189059.456889,135818.625559,St. Kierans 
St. Lazerian's House,"St. Lazerian's House, Royal Oak Road, Bagnelstown, Co. Carlow, Carlow",Carlow,271982.548924,176761.476904,St. Lazerian's House
St. Louis Nursing Home,"St. Louis Nursing Home, Clonmore, Tralee, Co. Kerry, Kerry",Kerry,83942.18783,114091.022055,St. Louis 
St. Luke's Home,"St. Luke's Home, Castle Road, Mahon, Cork, Cork",Cork,172571.367322,71778.7724935,St. Luke's Home
St. Martha's Nursing Home,"St. Martha's Nursing Home, Glenswilly House, Cappauniac, Cahir, Co. Tipperary Tipperary",Tipperary,200333.395799,128871.018443,St. Martha's 
St. Martha's Nursing Home,"St. Martha's Nursing Home, Love Lane, Charleville, Co. Cork, Cork",Cork,153168.660215,122958.601235,St. Martha's 
St. Mary's Centre Nursing Home,"St. Mary's Centre Nursing Home, St. Mary's Ctr Telford Ltd, 185/ 201 Merrion Road, Dublin 4, Dublin 4",Dublin,319449.13824,230800.3977,St. Mary's Centre 
St. Mary's Home,"St. Mary's Home, Pembroke Park, Ballsbridge, Dublin 4, Dublin 4",Dublin,317268.188674,232218.910348,St. Mary's Home
St. Mary's Hospital,"Drogheda Services for the Elderly St. Mary's Hospital, Dublin Road, Drogheda, Co. Louth, Louth",Louth,310201.129217,274542.071007,St. Mary's Hospital
St. Mary's Hospital,"St. Mary's Hospital, Sherlock Road, Castleblayney, Co. Monaghan, Monaghan",Monaghan,282051.791945,319647.564185,St. Mary's Hospital
St. Mary's Residential Care Centre,"St Mary's Nursing Home, Shantalla Road, Galway, Galway",Galway,128900.000467,225227.210668,St. Mary's Residential Care Centre
St. Michael's Nursing Home,"St. Michael's Nursing Home, 100 Acres East, Caherconlish, Limerick, Limerick",Limerick,168102.619464,149338.969721,St. Michael's 
St. Monica's Nursing Home,"St. Monica's Nursing Home, 28 - 38 Belvedere Place, Dublin 1, Dublin 1",Dublin,315986.529538,235624.785664,St. Monica's 
St. Oliver Plunkett,"St. Oliver Plunkett Hospital, Dublin Road, Dundalk, Co. Louth, Louth",Louth,305249.681097,304967.296515,St. Oliver Plunkett
St. Pappin's Nursing Home,"Ballymun Road, Ballymun, Dublin 9, Dublin 9",Dublin,315414.202673216,238654.996198139,St. Pappin's 
St. Patrick's Community Hospital,"St. Patrick's Community Hospital, Summerhill, Carrick on Shannon, Co. Leitrim, Leitrim",Leitrim,194088.246881,299803.764466,St. Patrick's Community Hospital
St. Patrick's Hospital,"St. Patrick's Hospital, John's Hill, Waterford, Waterford",Waterford,261041.848056,111479.273639,St. Patrick's Hospital
St. Patrick's Hospital Cashel,"St. Patrick's Hospital, Cashel, Co. Tipperary, Tipperary",Tipperary,207399.359886,140142.301394,St. Patrick's Hospital Cashel
St. Patrick's Nursing Home,"St. Patrick's Nursing Home - Cowper Care, Dublin Street, Baldoyle, Dublin 13, Dublin 13",Dublin,324551.553271,240111.597631,St. Patrick's 
St. Patricks Hospital Cork,"St. Patrick's Hospital (Cork) Ltd., Curraheen Road, Curraheen, Cork, Cork",Cork,168315.140776,72524.9390954,St. Patricks Hospital Cork
St. Paul's Nursing Home,"St. Paul's Nursing Home, Dooradoyle, Limerick, Limerick",Limerick,156316.900376,154225.442021,St. Paul's 
St. Phelim's Nursing Home,"St. Phelim's Nursing Home, Dromahair, Co. Leitrim, Leitrim",Leitrim,180380.713593,331008.269123,St. Phelim's 
St. Teresa's Nursing Home,"St. Teresa's Nursing Home, Friar Street, Cashel, Co. Tipperary, Tipperary",Tipperary,207816.902524,140533.498325,St. Teresa's 
St. Theresa's Nursing Home,"St. Theresa's Nursing Home, Dublin Road, Thurles, Co. Tipperary, Tipperary",Tipperary,213665.284795,158729.979704,St. Theresa's 
St. Theresa's Nursing Home,"St. Theresa's Nursing Home, Leadmore East, Kilkee Road, Kilrush, Co. Clare Clare",Clare,98798.2009837,155972.972681,St. Theresa's 
St. Ursula's Nursing Home,"St. Ursula's Nursing Home, Golf Links Road, Bettystown, Co. Meath, Meath",Meath,315870.697462,273629.266082,St. Ursula's 
St. Vincent's Care Centre,"St. Vincent's Care Centre, Coosan Road, Athlone, Co. Westmeath, Westmeath",Westmeath,203870.84335,241835.816396,St. Vincent's Care Centre
St. Vincent's Community Nursing Unit,"St. Vincent's Community Nursing Unit, Mountmellick, Co. Laois, Laois",Laois,244848.918176,207943.652515,St. Vincent's Community 
St. Vincent's Hospital,"St. Vincent's Hospital, Athy, Co. Kildare, Kildare",Kildare,267401.20991,194619.676928,St. Vincent's Hospital
St.Stephens Unit 1,"Unit 1 St Stephen's Hospital, Sarsfield Court, Glanmire, Cork, Cork",Cork,172562.862256,78038.0427367,St.Stephens Unit 1
Stella Maris Nursing Home,"Stella Maris Nursing Home, Cummer, Tuam, Co. Galway, Galway",Galway,140381.284724,246156.987389,Stella Maris 
Stella Maris Nursing Home,"Stella Maris Nursing Home, Baylough, Athlone, Co. Westmeath, Westmeath",Westmeath,202189.4192,241560.871148,Stella Maris 
Strathmore Lodge Nursing Home,"Strathmore Lodge Nursing Home, Friary Walk, Callan, Co. Kilkenny, Kilkenny",Kilkenny,241822.445915,144451.193742,Strathmore Lodge 
Strawhall Nursing Home,"Strawhall Nursing Home, Strawhall, Fermoy, Co. Cork, Cork",Cork,182423.509126,98461.8028887,Strawhall 
Sullivan Centre,"Sullivan Centre, Cathedral Road, Cavan, Cavan",Cavan,241957.564627,305602.689271,Sullivan Centre
Summerville Healthcare,"Summerville Healthcare, Strandhill, Co. Sligo, Sligo",Sligo,161218.313865,335605.206333,Summerville Healthcare
Suncroft Lodge Nursing Home,"Suncroft Lodge Nursing Home, The Curragh, Co. Kildare, Kildare",Kildare,278278.214428,211119.823109,Suncroft Lodge 
Sunhill Nursing Home,"Sunhill Nursing Home, Blackhall Road, Termonfeckin, Louth",Louth,314011.74443,280805.745151,Sunhill 
Support Care Facility Prague House,"Support Care Facility Prague House, Freshford, Co. Kilkenny, Kilkenny",Kilkenny,240612.537846,164757.620426,Support Care Facility Prague House
Swords Nursing Home,"Swords Nursing Home, Mount Ambrose, Swords, Co. Dublin, Co. Dublin",Dublin,314039.84078,247740.955477,Swords 
TLC Centre Maynooth,"TLC Centre Maynooth, Straffan Road, Maynooth, Co. Kildare, Kildare",Kildare,293673.214847,235313.194552,TLC Centre Maynooth
TLC Centre Santry,"Northwood Park, Santry, Dublin 9, Dublin 9",Dublin,316165.125830503,240764.878253337,TLC Centre Santry
TLC City West,"TLC City West, Cooldown Commons, Fortunestown Lane, Citywest, Co. Dublin",Dublin,305495.064327,227262.146026,TLC City West
Talbot Lodge Nursing Home,"Talbot Lodge Nursing Home, Kinsealy, Co. Dublin, Co. Dublin",Dublin,321690.028023,243500.613642,Talbot Lodge 
Tara Care Centre,"Tara Care Centre, 5/ 6 Putland Road, Bray, Co. Wicklow, Wicklow",Wicklow,327028.428885,217815.352519,Tara Care Centre
Tara Winthrop Private Clinic,"Tara Winthrop Private Clinic, Nevinstown Lane, Pinnock Hill, Swords, Co. Dublin Co. Dublin",Dublin,317997.678265,245889.208397,Tara Winthrop Private Clinic
Teach Altra Nursing Home,"Teach Altra Nursing Home, Scarteen, Newmarket, Co. Cork, Cork",Cork,131428.826019,107554.685481,Teach Altra 
Teach Altranais Charna,"Carna, Co. na Gaillimhe",Galway,77373.417114252,231971.541956905,Teach Altranais Charna
Tearmainn Bhride Nursing Home,"Tearmainn Bhride Nursing Home, Brideswell, Athlone, Co. Roscommon, Roscommon",Roscommon,196502.705481,243462.283783,Tearmainn Bhride 
The Croft Nursing Home,"2 Goldenbridge Walk, Dublin 8, D08ay24",Dublin,311598.406591776,232961.246947544,The Croft 
"The Holy Family Residence, ","Little Sisters Of The Poor, Roebuck Road, Dublin 14, D14c7w2",Dublin,318181.713598742,229497.80694324,"The Holy Family Residence, "
The Marlay Nursing Home,"The Marlay Nursing Home, Kellystown Road, Rathfarnham, Dublin 16, Dublin 16",Dublin,315627.399869,225641.942675,The Marlay 
The Park Nursing Home,"The Park Nursing Home, Plassey Park Road, Castletroy, Co. Limerick, Limerick",Limerick,157201.458652,156822.25408,The Park 
The Rock Nursing Unit,"The Rock Nursing Unit, Ballyshannon, Co. Donegal, Donegal",Donegal,187693.268844,361450.891803,The Rock 
The Sheil Community Hospital,"The Shiel Community Hospital, College Street, Ballyshannon, Co. Donegal, Donegal",Donegal,187693.268844,361450.891803,The Sheil Community Hospital
The Tower Nursing Home,"The Tower Nursing Home, 94/ 95 Cappaghmore, Clondalkin, Dublin 22, Dublin 22",Dublin,306592.037836,232292.921758,The Tower 
The Village Nursing Care Centre,"The Village Nursing Care Centre, Ballygarriff, Craughwell, Co. Galway, Galway",Galway,145000.152255,220938.581704,The Village 
Thomond Lodge Nursing Home,"Thomond Lodge Nursing Home, Ballymahon, Co. Longford, Longford",Longford,215352.831873,256945.093716,Thomond Lodge 
Thorpe's Nursing Home,"Thorpe's Nursing Home, Clarina, Co. Limerick, Limerick",Limerick,150357.371323,153808.275859,Thorpe's 
Tinnypark Nursing Home,"Tinnypark, Callan Road, Kilkenny, Kilkenny",Kilkenny,248634.065472,152712.713486,Tinnypark 
Tralee Community Nursing Unit,"Tralee Community Nursing Unit, Tralee, Co. Kerry, Kerry",Kerry,83640.1586466,114432.895447,Tralee Community 
TÃ­ Aire,"TÃ­ Aire, Tallagh Road, Belmullet, Co. Mayo, Mayo",Mayo,69841.1076729,333834.392787,TÃ­ Aire
Valentia Hospital,"Valentia Hospital, Valentia Island, Co. Kerry, Kerry",Kerry,37084.8968416,73425.9020991,Valentia Hospital
Valentia House Nursing Home,"Valentia House Nursing Home, Camolin, Enniscorthy, Co. Wexford, Wexford",Wexford,306369.477057,152601.457927,Valentia House 
Villa Marie Nursing Home,"Villa Marie Nursing Home, Grange, Templemore Road, Roscrea, Co. Tipperary Tipperary",Tipperary,214224.92674,187568.123303,Villa Marie 
Virginia Health Care Centre,"Virginia Health Care Centre, Dublin Road, Virginia, Cavan, Cavan",Cavan,260640.372485,287569.489986,Virginia Health Care Centre
Waterford Nursing Home,"Ballinakill Downs, Dunmore Road, Waterford, Waterford",Waterford,262912.32316,110960.898573,Waterford 
Willowbrook Lodge,"Willowbrook Lodge, Mocklershill, Fethard, Co. Tipperary, Tipperary",Tipperary,213394.001923,139976.987605,Willowbrook Lodge
Willowbrook Nursing Home,"Willowbrook Nursing Home, Borohard, Newbridge, Co. Kildare, Kildare",Kildare,283197.215942,217564.980174,Willowbrook 
Windfield Nursing Home,"Windfield Nursing Home, Waynestown, Summerhill Road, Dunboyne, Co. Meath Meath",Meath,297260.483682,243855.714566,Windfield 
Windmill House Nursing Home,"Windmill House Nursing Home, Churchtown, Mallow, Co. Cork, Cork",Cork,150220.243103,113552.302072,Windmill House 
Woodlands House Nursing Home,"Woodlands House Nursing Home, Trim Road, Navan, Co. Meath, Meath",Meath,286889.894195,267272.641073,Woodlands House 
Woodlands Nursing Home,"Woodlands Nursing Home, Bishopswood, Dundrum, Co. Tipperary, Tipperary",Tipperary,198101.78344,146676.291988,Woodlands 
Wygram Nursing Home,"Wygram Nursing Home, Iberius House, Common quay Street, Wexford, Wexford",Wexford,304917.438,122001.094,Wygram 
Youghal Community Hospital,"Youghal Community Hospital, Cork Hill, Youghal, Cork, Cork",Cork,209932.814375,78164.7666858,Youghal Community Hospital
Youghal and District Nursing Home,"Youghal and District Nursing Home, Gortroe, Youghal, Co. Cork, Cork",Cork,205907.800888,75270.1469316,Youghal and District 
Ãras Chois Fharraige,"Pairc, An SpidÃ©al, Co Na Gaillimhe",Galway,115995.670314709,222542.151092474,Ãras Chois Fharraige
Ãras Deirbhle Community Nursing Unit,"Ãras Deirbhle Community Nursing Unit, Belmullet Community Hospital, Belmullet, Mayo, Mayo",Mayo,70418.1723929,332851.445267,Ãras Deirbhle Community 
